Brand,Model Name,Year,Price (USD),Mileage (km),Condition,City,Color,Battery (kWh),Range (km),Power (kW),0-100 km/h (s),Charging Type,Seller Type,Date Listed,Month,Sales Volume,Source,Data Type
MG,MG ZS EV,2021,23531.53839008483,12195.0,Like New,Phnom Penh,White,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Authorized Dealer,23-02-2024,2,,Synthetic (New Formula),Synthetic
BYD,BYD Tang,2022,55577.40827548989,56524.0,Like New,Sihanoukville,Silver,86.4/108.8,400-530,180,4.6,GB-T/CCS2,Authorized Dealer,05-05-2021,5,,Synthetic (New Formula),Synthetic
Kia,Kia EV6,2023,45480.87924740367,55944.0,New,Phnom Penh,Blue,77.4,484,168,7.1,GB-T/CCS2,Dealer,14-05-2023,5,,Synthetic (New Formula),Synthetic
BMW,BMW iX1,2025,57408.153807832074,18432.0,New,Phnom Penh,Black,64.7,417,150,8.6,GB-T/CCS2,Authorized Dealer,23-08-2022,8,,Synthetic (New Formula),Synthetic
Zeekr,Zeekr 007,2024,65032.91939545704,42372.0,Excellent,Phnom Penh,Silver,75/100,530-688,310,3.5,GB-T/CCS2,Dealer,12-08-2025,8,,Synthetic (New Formula),Synthetic
BYD,BYD Atto 2,2023,22110.682729561555,39100.0,Good,Phnom Penh,Black,45.1,312-401,130,7.9,GB-T/CCS2,Authorized Dealer,15-03-2024,3,,Synthetic (New Formula),Synthetic
MG,MG 5,2024,21646.153098110273,47025.0,New,Phnom Penh,Black,61.1,403,130,7.7,GB-T/CCS2,Dealer,01-05-2023,5,,Synthetic (New Formula),Synthetic
MG,MG 5,2020,15655.396333645831,4060.0,Good,Siem Reap,White,61.1,403,130,7.7,GB-T/CCS2,Dealer,19-06-2024,6,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model Y,2023,57202.475959516916,5035.0,New,Phnom Penh,White,60/75/82,430-600,220,6.9,GB-T/CCS2,Authorized Dealer,14-08-2024,8,,Synthetic (New Formula),Synthetic
BYD,BYD Seal,2023,32708.888943111615,40330.0,New,Phnom Penh,White,61.4/82.5,400-550,150,3.8,GB-T/CCS2,Private,21-04-2024,4,,Synthetic (New Formula),Synthetic
XPeng,XPeng G6,2022,43195.23684538696,0.0,Excellent,Kep,White,66/87.5,435-570,190,6.2,GB-T/CCS2,Dealer,15-04-2025,4,,Synthetic (New Formula),Synthetic
Denza,Denza D9,2024,82124.30282864605,16928.0,Excellent,Preah Vihear,Red,103,600,230,6.9,GB-T/CCS2,Dealer,10-01-2024,1,,Synthetic (New Formula),Synthetic
AITO,AITO M7,2023,55146.07905097806,8020.0,Good,Sihanoukville,Silver,40,200 PHEV,330,4.8,GB-T/CCS2,Authorized Dealer,17-07-2023,7,,Synthetic (New Formula),Synthetic
BYD,BYD Atto 2,2023,23202.53355437906,6228.0,Like New,Phnom Penh,Black,45.1,312-401,130,7.9,GB-T/CCS2,Authorized Dealer,15-03-2024,3,,Synthetic (New Formula),Synthetic
Hyundai,Hyundai Ioniq 5,2021,36895.62449009911,8630.0,Like New,Siem Reap,Black,58/72.6,354-488,125,7.4,GB-T/CCS2,Private,05-02-2022,2,,Synthetic (New Formula),Synthetic
Mercedes,Mercedes EQB,2023,63974.580354070895,1616.0,New,Phnom Penh,Black,66.5,419,168,8.0,GB-T/CCS2,Private,05-06-2021,6,,Synthetic (New Formula),Synthetic
XPeng,XPeng G6,2024,44733.78428756027,22097.0,New,Kampot,Red,66/87.5,435-570,190,6.2,GB-T/CCS2,Private,03-01-2024,1,,Synthetic (New Formula),Synthetic
BYD,BYD Seagull,2021,16857.128348336708,12342.0,Like New,Kep,Blue,30/38.88,190-305,55,,GB-T/CCS2,Dealer,23-06-2023,6,,Synthetic (New Formula),Synthetic
AITO,AITO M7,2025,57356.460286725756,12480.0,New,Phnom Penh,White,40,200 PHEV,330,4.8,GB-T/CCS2,Authorized Dealer,05-02-2022,2,,Synthetic (New Formula),Synthetic
BYD,BYD Seagull,2023,18106.491358811105,22242.0,Good,Battambang,Orange,30/38.88,190-305,55,,GB-T/CCS2,Dealer,04-04-2025,4,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model Y,2021,52291.03360042986,5535.0,Like New,Phnom Penh,Blue,60/75/82,430-600,220,6.9,GB-T/CCS2,Private,17-08-2022,8,,Synthetic (New Formula),Synthetic
BYD,BYD Seal,2022,31543.666135818377,15418.0,Like New,Siem Reap,Black,61.4/82.5,400-550,150,3.8,GB-T/CCS2,Dealer,18-09-2022,9,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model 3,2024,45002.89515465896,0.0,New,Phnom Penh,White,60/82,430-576,208,6.1,GB-T/CCS2,Private,01-02-2023,2,,Synthetic (New Formula),Synthetic
Avatr,Avatr 11,2025,66679.50588336526,37350.0,Like New,Battambang,White,90/116,555-700,230,3.9,GB-T/CCS2,Authorized Dealer,28-01-2024,1,,Synthetic (New Formula),Synthetic
Zeekr,Zeekr X,2022,49601.03490104788,43650.0,Good,Siem Reap,Blue,66,440,200,5.6,GB-T/CCS2,Authorized Dealer,13-08-2024,8,,Synthetic (New Formula),Synthetic
BYD,BYD Seagull,2021,16418.268003351855,0.0,Good,Phnom Penh,Silver,30/38.88,190-305,55,,GB-T/CCS2,Dealer,14-11-2024,11,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model 3,2024,48231.501921904215,4390.0,Like New,Battambang,Grey,60/82,430-576,208,6.1,GB-T/CCS2,Dealer,20-08-2025,8,,Synthetic (New Formula),Synthetic
Avatr,Avatr 11,2025,66679.50588336526,64206.0,Good,Phnom Penh,Cosmos Black,90/116,555-700,230,3.9,GB-T/CCS2,Private,15-05-2023,5,,Synthetic (New Formula),Synthetic
VinFast,VinFast VF 6,2022,22703.031793464852,20608.0,Good,Sihanoukville,White,59.6,399,110,,GB-T/CCS2,Private,11-12-2023,12,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model Y,2025,58902.624930395585,33136.0,New,Phnom Penh,White,60/75/82,430-600,220,6.9,GB-T/CCS2,Dealer,16-11-2024,11,,Synthetic (New Formula),Synthetic
BYD,BYD Han,2024,56965.25481762437,61672.0,New,Phnom Penh,Black,76.9/85.4,500-610,180,3.9,GB-T/CCS2,Private,02-02-2022,2,,Synthetic (New Formula),Synthetic
BYD,BYD Dolphin,2025,25258.522554513802,11956.0,Excellent,Phnom Penh,Blue,44.9/60.5,310-420,70,7.5,GB-T/CCS2,Authorized Dealer,18-08-2022,8,,Synthetic (New Formula),Synthetic
Zeekr,Zeekr 007,2023,62554.46383276615,52100.0,New,Phnom Penh,Silver,75/100,530-688,310,3.5,GB-T/CCS2,Dealer,12-08-2025,8,,Synthetic (New Formula),Synthetic
MG,MG 5,2024,22322.400888565346,29896.0,Excellent,Siem Reap,Black,61.1,403,130,7.7,GB-T/CCS2,Authorized Dealer,09-05-2025,5,,Synthetic (New Formula),Synthetic
VinFast,VinFast VF 8,2022,40238.327766337745,7504.0,New,Phnom Penh,White,82/87.5,420-500,150,5.5,GB-T/CCS2,Private,13-07-2024,7,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model Y,2025,58902.624930395585,26505.0,New,Phnom Penh,Grey,60/75/82,430-600,220,6.9,GB-T/CCS2,Private,28-02-2024,2,,Synthetic (New Formula),Synthetic
Toyota,Toyota bZ5,2024,37535.97309154355,28890.0,Excellent,Kep,White,71.2,630,180,6.8,GB-T/CCS2,Private,27-07-2025,7,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model Y,2020,48260.66555597353,4670.0,Excellent,Siem Reap,Silver,60/75/82,430-600,220,6.9,GB-T/CCS2,Private,11-05-2025,5,,Synthetic (New Formula),Synthetic
AITO,AITO M5,2025,44994.647430030745,48256.0,New,Battambang,Grey,40,200 PHEV,200,4.8,GB-T/CCS2,Private,02-01-2025,1,,Synthetic (New Formula),Synthetic
MG,MG 5,2022,19457.449022702873,0.0,New,Phnom Penh,Black,61.1,403,130,7.7,GB-T/CCS2,Dealer,16-09-2025,9,,Synthetic (New Formula),Synthetic
Hyundai,Hyundai Ioniq 5,2022,38313.23883364214,7956.0,Like New,Phnom Penh,Grey,58/72.6,354-488,125,7.4,GB-T/CCS2,Authorized Dealer,03-12-2021,12,,Synthetic (New Formula),Synthetic
Nissan,Nissan Leaf,2023,28277.328920896947,0.0,New,Phnom Penh,Green,40/62,240-385,110,7.0,GB-T/CCS2,Private,12-02-2023,2,,Synthetic (New Formula),Synthetic
MG,MG ZS EV,2024,27226.178943179046,15521.0,Like New,Phnom Penh,Silver,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Private,24-08-2020,8,,Synthetic (New Formula),Synthetic
AION,AION ES,2025,30948.87938735971,26992.0,New,Phnom Penh,White,55.6,410,150,7.5,GB-T/CCS2,Authorized Dealer,02-05-2025,5,,Synthetic (New Formula),Synthetic
BYD,BYD Tang,2020,52560.77487973186,14729.0,Like New,Phnom Penh,Grey,86.4/108.8,400-530,180,4.6,GB-T/CCS2,Authorized Dealer,13-02-2023,2,,Synthetic (New Formula),Synthetic
MG,MG 5,2021,19012.252081191855,14756.0,Excellent,Siem Reap,Black,61.1,403,130,7.7,GB-T/CCS2,Authorized Dealer,09-05-2025,5,,Synthetic (New Formula),Synthetic
Toyota,Toyota bZ5,2025,38061.60015450837,34680.0,New,Phnom Penh,Black,71.2,630,180,6.8,GB-T/CCS2,Private,25-01-2025,1,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model 3,2024,45092.45838610375,2202.0,Fair,Sihanoukville,Green,60/82,430-576,208,6.1,GB-T/CCS2,Dealer,25-09-2020,9,,Synthetic (New Formula),Synthetic
Zeekr,Zeekr 001,2025,73825.74726096146,47670.0,New,Phnom Penh,Black,86/100,560-620,200,3.3,GB-T/CCS2,Authorized Dealer,03-10-2025,10,,Synthetic (New Formula),Synthetic
BYD,BYD Sealion 7,2025,41398.36935242597,0.0,Fair,Siem Reap,Green,71.8/91.3,460-567,230,4.5,GB-T/CCS2,Authorized Dealer,25-09-2024,9,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model Y,2023,56046.1886602203,36372.0,New,Phnom Penh,Cosmos Black,60/75/82,430-600,220,6.9,GB-T/CCS2,Authorized Dealer,02-01-2023,1,,Synthetic (New Formula),Synthetic
BYD,BYD Han,2024,59497.075589636624,17493.0,New,Kep,White,76.9/85.4,500-610,180,3.9,GB-T/CCS2,Authorized Dealer,23-05-2023,5,,Synthetic (New Formula),Synthetic
Avatr,Avatr 11,2022,62833.02518982296,7455.0,Excellent,Phnom Penh,Red,90/116,555-700,230,3.9,GB-T/CCS2,Dealer,01-01-2025,1,,Synthetic (New Formula),Synthetic
Zeekr,Zeekr 001,2023,69156.03347633954,36642.0,Fair,Phnom Penh,White,86/100,560-620,200,3.3,GB-T/CCS2,Dealer,15-02-2023,2,,Synthetic (New Formula),Synthetic
Kia,Kia EV5,2024,37491.682356560654,1033.0,Fair,Phnom Penh,Silver,64.2/88,400-600,160,7.5,GB-T/CCS2,Authorized Dealer,13-08-2024,8,,Synthetic (New Formula),Synthetic
AITO,AITO M7,2023,53755.75836027427,3376.0,New,Phnom Penh,Orange,40,200 PHEV,330,4.8,GB-T/CCS2,Private,13-04-2025,4,,Synthetic (New Formula),Synthetic
Zeekr,Zeekr 001,2022,67739.77014041659,43746.0,Good,Phnom Penh,Black,86/100,560-620,200,3.3,GB-T/CCS2,Authorized Dealer,03-10-2025,10,,Synthetic (New Formula),Synthetic
Kia,Kia EV6,2024,51969.57852349932,63056.0,New,Phnom Penh,Blue,77.4,484,168,7.1,GB-T/CCS2,Dealer,14-05-2023,5,,Synthetic (New Formula),Synthetic
BYD,BYD Tang,2023,58270.27644608195,29636.0,Like New,Phnom Penh,Grey,86.4/108.8,400-530,180,4.6,GB-T/CCS2,Authorized Dealer,13-02-2023,2,,Synthetic (New Formula),Synthetic
MG,MG 5,2024,21972.867135786233,31528.0,Excellent,Siem Reap,Silver,61.1,403,130,7.7,GB-T/CCS2,Dealer,22-10-2024,10,,Synthetic (New Formula),Synthetic
BYD,BYD Atto 3,2023,28673.504893024397,26975.0,Good,Phnom Penh,White,50/60.5,340-420,150,7.3,GB-T/CCS2,Authorized Dealer,25-04-2023,4,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model 3,2022,42681.97091731153,0.0,New,Kampot,Grey,60/82,430-576,208,6.1,GB-T/CCS2,Authorized Dealer,27-04-2024,4,,Synthetic (New Formula),Synthetic
Deepal,Deepal S07,2023,49909.65984523544,35178.0,Like New,Phnom Penh,White,31.6/80,200 PHEV,190,6.7,GB-T/CCS2,Private,18-05-2025,5,,Synthetic (New Formula),Synthetic
AITO,AITO M5,2024,45111.69284105283,22480.0,New,Phnom Penh,Grey,40,200 PHEV,200,4.8,GB-T/CCS2,Dealer,06-04-2024,4,,Synthetic (New Formula),Synthetic
BYD,BYD Tang,2025,63028.86063002881,0.0,New,Siem Reap,Silver,86.4/108.8,400-530,180,4.6,GB-T/CCS2,Private,13-05-2024,5,,Synthetic (New Formula),Synthetic
MG,MG 5,2024,21832.792517381902,23355.0,New,Phnom Penh,Grey,61.1,403,130,7.7,GB-T/CCS2,Dealer,21-05-2022,5,,Synthetic (New Formula),Synthetic
VinFast,VinFast VF 8,2025,43297.887081255205,10538.0,Good,Phnom Penh,Silver,82/87.5,420-500,150,5.5,GB-T/CCS2,Private,12-08-2025,8,,Synthetic (New Formula),Synthetic
Kia,Kia EV6,2024,52856.62424166064,7504.0,Good,Kampong Cham,Grey,77.4,484,168,7.1,GB-T/CCS2,Private,06-05-2025,5,,Synthetic (New Formula),Synthetic
Nissan,Nissan Leaf,2022,24817.239430845446,7525.0,Good,Phnom Penh,White,40/62,240-385,110,7.0,GB-T/CCS2,Authorized Dealer,22-08-2022,8,,Synthetic (New Formula),Synthetic
VinFast,VinFast VF 8,2024,42500.372751116134,4836.0,Excellent,Phnom Penh,White,82/87.5,420-500,150,5.5,GB-T/CCS2,Private,13-07-2024,7,,Synthetic (New Formula),Synthetic
BYD,BYD Sealion 5,2023,26257.707455908178,871.0,New,Phnom Penh,White,60/72.8,410-520,150,7.5,GB-T/CCS2,Dealer,10-07-2025,7,,Synthetic (New Formula),Synthetic
Hyundai,Hyundai Ioniq 6,2023,50684.19954707928,56880.0,New,Sihanoukville,Grey,53/77.4,429-614,151,8.1,GB-T/CCS2,Dealer,26-11-2022,11,,Synthetic (New Formula),Synthetic
Toyota,Toyota bZ5,2022,32731.75340860815,29568.0,Good,Phnom Penh,White,71.2,630,180,6.8,GB-T/CCS2,Authorized Dealer,04-04-2025,4,,Synthetic (New Formula),Synthetic
AITO,AITO M5,2023,42254.50484214362,24800.0,Like New,Kampot,White,40,200 PHEV,200,4.8,GB-T/CCS2,Authorized Dealer,17-05-2023,5,,Synthetic (New Formula),Synthetic
AITO,AITO M7,2025,57356.460286725756,55676.0,Good,Phnom Penh,Orange,40,200 PHEV,330,4.8,GB-T/CCS2,Private,13-04-2025,4,,Synthetic (New Formula),Synthetic
AITO,AITO M5,2022,40477.54072683748,26499.0,Good,Kep,White,40,200 PHEV,200,4.8,GB-T/CCS2,Dealer,13-07-2024,7,,Synthetic (New Formula),Synthetic
XPeng,XPeng G6,2022,41430.143359405214,42372.0,Like New,Kampot,Red,66/87.5,435-570,190,6.2,GB-T/CCS2,Private,03-01-2024,1,,Synthetic (New Formula),Synthetic
AION,AION V,2024,40928.27444417502,33694.0,Like New,Phnom Penh,Black,68.8/80,480-610,165,7.1,GB-T/CCS2,Private,15-02-2025,2,,Synthetic (New Formula),Synthetic
Hyundai,Hyundai Ioniq 5,2024,44716.415871822144,38480.0,Like New,Phnom Penh,White,58/72.6,354-488,125,7.4,GB-T/CCS2,Private,23-04-2023,4,,Synthetic (New Formula),Synthetic
BMW,BMW iX1,2025,57408.153807832074,13024.0,Like New,Sihanoukville,Grey,64.7,417,150,8.6,GB-T/CCS2,Private,27-02-2025,2,,Synthetic (New Formula),Synthetic
VinFast,VinFast VF 8,2022,37166.70308662976,39970.0,New,Phnom Penh,Red,82/87.5,420-500,150,5.5,GB-T/CCS2,Authorized Dealer,22-10-2022,10,,Synthetic (New Formula),Synthetic
Toyota,Toyota bZ4X,2025,45971.59936465735,14127.0,Excellent,Sihanoukville,Black,71.4,500,150,7.1,GB-T/CCS2,Private,26-07-2024,7,,Synthetic (New Formula),Synthetic
Hyundai,Hyundai Ioniq 5,2025,43397.440342873044,8998.0,New,Phnom Penh,White,58/72.6,354-488,125,7.4,GB-T/CCS2,Authorized Dealer,25-08-2022,8,,Synthetic (New Formula),Synthetic
BYD,BYD Han,2022,53822.89831276248,35280.0,New,Battambang,Silver,76.9/85.4,500-610,180,3.9,GB-T/CCS2,Dealer,22-01-2025,1,,Synthetic (New Formula),Synthetic
VinFast,VinFast VF 6,2021,21693.388430874846,58023.0,New,Phnom Penh,Silver,59.6,399,110,,GB-T/CCS2,Private,05-02-2024,2,,Synthetic (New Formula),Synthetic
BYD,BYD Atto 2,2022,20887.047300564787,8272.0,New,Sihanoukville,Grey,45.1,312-401,130,7.9,GB-T/CCS2,Dealer,25-12-2024,12,,Synthetic (New Formula),Synthetic
Hyundai,Hyundai Ioniq 5,2022,38139.35716616292,56601.0,Fair,Preah Vihear,Blue,58/72.6,354-488,125,7.4,GB-T/CCS2,Dealer,27-01-2024,1,,Synthetic (New Formula),Synthetic
VinFast,VinFast VF 6,2025,25818.288785241923,6888.0,Good,Phnom Penh,Silver,59.6,399,110,,GB-T/CCS2,Private,05-02-2024,2,,Synthetic (New Formula),Synthetic
Nissan,Nissan Leaf,2023,26628.543317713807,55440.0,New,Siem Reap,Grey,40/62,240-385,110,7.0,GB-T/CCS2,Authorized Dealer,12-05-2024,5,,Synthetic (New Formula),Synthetic
Toyota,Toyota bZ4X,2024,47036.135249232866,43475.0,Like New,Preah Vihear,Blue,71.4,500,150,7.1,GB-T/CCS2,Authorized Dealer,11-12-2022,12,,Synthetic (New Formula),Synthetic
BYD,BYD Atto 2,2024,23670.242733850453,33490.0,New,Siem Reap,White,45.1,312-401,130,7.9,GB-T/CCS2,Authorized Dealer,23-05-2025,5,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model Y,2025,58902.624930395585,33528.0,Good,Siem Reap,Silver,60/75/82,430-600,220,6.9,GB-T/CCS2,Private,11-05-2025,5,,Synthetic (New Formula),Synthetic
BMW,BMW iX1,2023,55715.94784380386,15521.0,New,Sihanoukville,Silver,64.7,417,150,8.6,GB-T/CCS2,Authorized Dealer,12-04-2024,4,,Synthetic (New Formula),Synthetic
MG,MG 4 EV,2023,24794.400985950357,2320.0,New,Phnom Penh,Grey,51/64/77,350-520,125,7.7,GB-T/CCS2,Dealer,28-08-2022,8,,Synthetic (New Formula),Synthetic
Toyota,Toyota bZ4X,2024,45234.25899425348,17190.0,Like New,Phnom Penh,Black,71.4,500,150,7.1,GB-T/CCS2,Authorized Dealer,11-09-2022,9,,Synthetic (New Formula),Synthetic
Hyundai,Hyundai Ioniq 5,2025,43397.440342873044,14076.0,Like New,Siem Reap,Black,58/72.6,354-488,125,7.4,GB-T/CCS2,Dealer,12-05-2022,5,,Synthetic (New Formula),Synthetic
BYD,BYD Atto 3,2025,29751.071813187205,37128.0,Fair,Battambang,Green,50/60.5,340-420,150,7.3,GB-T/CCS2,Private,03-06-2022,6,,Synthetic (New Formula),Synthetic
Mercedes,Mercedes EQB,2025,64772.08991379842,29896.0,New,Siem Reap,Black,66.5,419,168,8.0,GB-T/CCS2,Authorized Dealer,18-04-2023,4,,Synthetic (New Formula),Synthetic
Hyundai,Hyundai Ioniq 6,2023,50181.18721503311,6624.0,New,Phnom Penh,White,53/77.4,429-614,151,8.1,GB-T/CCS2,Dealer,08-08-2022,8,,Synthetic (New Formula),Synthetic
BYD,BYD Atto 3,2024,28898.162215055298,20482.0,New,Siem Reap,White,50/60.5,340-420,150,7.3,GB-T/CCS2,Dealer,24-01-2025,1,,Synthetic (New Formula),Synthetic
BMW,BMW iX1,2022,49897.9743367354,4740.0,Excellent,Phnom Penh,Grey,64.7,417,150,8.6,GB-T/CCS2,Private,16-07-2024,7,,Synthetic (New Formula),Synthetic
Kia,Kia EV5,2024,37564.169724948275,0.0,Like New,Phnom Penh,Black,64.2/88,400-600,160,7.5,GB-T/CCS2,Private,11-11-2024,11,,Synthetic (New Formula),Synthetic
BYD,BYD Seal,2025,36233.02921054685,6228.0,Like New,Koh Kong,Blue,61.4/82.5,400-550,150,3.8,GB-T/CCS2,Authorized Dealer,16-09-2025,9,,Synthetic (New Formula),Synthetic
VinFast,VinFast VF 8,2024,43217.344313534486,7008.0,Like New,Phnom Penh,White,82/87.5,420-500,150,5.5,GB-T/CCS2,Authorized Dealer,15-12-2022,12,,Synthetic (New Formula),Synthetic
MG,MG 5,2023,21410.517330218583,33252.0,New,Kep,Red,61.1,403,130,7.7,GB-T/CCS2,Dealer,23-09-2020,9,,Synthetic (New Formula),Synthetic
Arcfox,Arcfox Koala S,2024,27675.006224898552,36642.0,New,Phnom Penh,White,42.8,301,120,8.5,GB-T/CCS2,Authorized Dealer,24-07-2024,7,,Synthetic (New Formula),Synthetic
Xiaomi,Xiaomi SU7,2022,67647.22258790904,4230.0,Like New,Phnom Penh,Silver,73.6/94.3,495-830,220,5.3,GB-T/CCS2,Dealer,03-12-2024,12,,Synthetic (New Formula),Synthetic
MG,MG ZS EV,2023,27006.426319818333,3912.0,Good,Siem Reap,Black,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Dealer,03-05-2023,5,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model 3,2025,46028.66909827858,33136.0,Fair,Phnom Penh,White,60/82,430-576,208,6.1,GB-T/CCS2,Private,01-02-2023,2,,Synthetic (New Formula),Synthetic
MG,MG 5,2020,17764.665260072896,5525.0,Like New,Phnom Penh,White,61.1,403,130,7.7,GB-T/CCS2,Private,21-01-2023,1,,Synthetic (New Formula),Synthetic
Denza,Denza D9,2025,82016.74640140159,3444.0,New,Battambang,Silver,103,600,230,6.9,GB-T/CCS2,Authorized Dealer,18-04-2022,4,,Synthetic (New Formula),Synthetic
Toyota,Toyota bZ4X,2023,43339.958721603696,9016.0,New,Sihanoukville,White,71.4,500,150,7.1,GB-T/CCS2,Authorized Dealer,20-01-2024,1,,Synthetic (New Formula),Synthetic
AION,AION Y Plus,2025,33661.219104235635,29400.0,New,Phnom Penh,Silver,51.9/63.9,410-510,150,7.8,GB-T/CCS2,Dealer,02-07-2025,7,,Synthetic (New Formula),Synthetic
Toyota,Toyota bZ4X,2025,45971.59936465735,24360.0,New,Sihanoukville,Black,71.4,500,150,7.1,GB-T/CCS2,Authorized Dealer,11-03-2022,3,,Synthetic (New Formula),Synthetic
AITO,AITO M5,2023,41081.33072459007,3660.0,New,Sihanoukville,Black,40,200 PHEV,200,4.8,GB-T/CCS2,Authorized Dealer,24-08-2023,8,,Synthetic (New Formula),Synthetic
Zeekr,Zeekr 001,2024,76664.51153894245,0.0,New,Siem Reap,White,86/100,560-620,200,3.3,GB-T/CCS2,Private,12-04-2024,4,,Synthetic (New Formula),Synthetic
Nissan,Nissan Leaf,2024,29960.96573880387,31958.0,Like New,Phnom Penh,White,40/62,240-385,110,7.0,GB-T/CCS2,Authorized Dealer,22-08-2022,8,,Synthetic (New Formula),Synthetic
Denza,Denza D9,2025,82016.74640140159,8630.0,New,Siem Reap,White,103,600,230,6.9,GB-T/CCS2,Authorized Dealer,08-01-2023,1,,Synthetic (New Formula),Synthetic
BYD,BYD Atto 3,2022,28152.7179043869,12780.0,New,Phnom Penh,Black,50/60.5,340-420,150,7.3,GB-T/CCS2,Dealer,08-03-2022,3,,Synthetic (New Formula),Synthetic
BYD,BYD Han,2023,59482.312374824054,10700.0,Like New,Battambang,Silver,76.9/85.4,500-610,180,3.9,GB-T/CCS2,Dealer,01-03-2021,3,,Synthetic (New Formula),Synthetic
BYD,BYD Sealion 6,2023,43801.71810323325,7288.0,New,Battambang,Grey,18.3,80-100 PHEV,145,8.5,GB-T/CCS2,Authorized Dealer,03-12-2023,12,,Synthetic (New Formula),Synthetic
Kia,Kia EV9,2024,74608.04526822915,0.0,Excellent,Phnom Penh,Grey,99.8,541,283,5.3,GB-T/CCS2,Authorized Dealer,12-01-2025,1,,Synthetic (New Formula),Synthetic
MG,MG ZS EV,2022,24201.718915072033,13024.0,Fair,Siem Reap,Black,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Private,20-07-2022,7,,Synthetic (New Formula),Synthetic
Toyota,Toyota bZ4X,2025,45971.59936465735,4895.0,Like New,Sihanoukville,Black,71.4,500,150,7.1,GB-T/CCS2,Private,26-07-2024,7,,Synthetic (New Formula),Synthetic
Kia,Kia EV5,2022,32868.900255675704,17040.0,Good,Phnom Penh,Silver,64.2/88,400-600,160,7.5,GB-T/CCS2,Authorized Dealer,13-08-2024,8,,Synthetic (New Formula),Synthetic
BYD,BYD Tang,2022,56527.146201992655,10270.0,New,Phnom Penh,Grey,86.4/108.8,400-530,180,4.6,GB-T/CCS2,Authorized Dealer,13-02-2023,2,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model 3,2022,40347.03297589838,0.0,Good,Phnom Penh,Silver,60/82,430-576,208,6.1,GB-T/CCS2,Private,22-06-2020,6,,Synthetic (New Formula),Synthetic
Hyundai,Hyundai Ioniq 5,2025,43397.440342873044,48256.0,Excellent,Kampong Cham,Grey,58/72.6,354-488,125,7.4,GB-T/CCS2,Dealer,20-06-2021,6,,Synthetic (New Formula),Synthetic
VinFast,VinFast VF 6,2022,23037.187162797905,11154.0,New,Kratie,Red,59.6,399,110,,GB-T/CCS2,Authorized Dealer,28-06-2022,6,,Synthetic (New Formula),Synthetic
BYD,BYD Atto 2,2025,23846.38015933203,11154.0,New,Phnom Penh,Cosmos Black,45.1,312-401,130,7.9,GB-T/CCS2,Authorized Dealer,14-06-2024,6,,Synthetic (New Formula),Synthetic
Kia,Kia EV5,2023,35935.95832829158,26564.0,Like New,Phnom Penh,Silver,64.2/88,400-600,160,7.5,GB-T/CCS2,Dealer,28-06-2023,6,,Synthetic (New Formula),Synthetic
BYD,BYD Han,2025,59624.64596762436,41292.0,New,Phnom Penh,White,76.9/85.4,500-610,180,3.9,GB-T/CCS2,Authorized Dealer,06-07-2020,7,,Synthetic (New Formula),Synthetic
MG,MG ZS EV,2020,22565.83429212065,10270.0,Excellent,Phnom Penh,Silver,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Dealer,10-04-2022,4,,Synthetic (New Formula),Synthetic
Hyundai,Hyundai Ioniq 5,2022,37519.50123731808,25885.0,Excellent,Phnom Penh,White,58/72.6,354-488,125,7.4,GB-T/CCS2,Authorized Dealer,25-08-2022,8,,Synthetic (New Formula),Synthetic
Toyota,Toyota bZ4X,2021,41018.162195769284,20328.0,New,Sihanoukville,Black,71.4,500,150,7.1,GB-T/CCS2,Private,26-07-2024,7,,Synthetic (New Formula),Synthetic
Zeekr,Zeekr 001,2020,51892.571874348876,0.0,Good,Phnom Penh,White,86/100,560-620,200,3.3,GB-T/CCS2,Private,19-01-2024,1,,Synthetic (New Formula),Synthetic
Mercedes,Mercedes EQB,2023,64124.856850865064,38988.0,New,Kampot,Cosmos Black,66.5,419,168,8.0,GB-T/CCS2,Dealer,16-02-2022,2,,Synthetic (New Formula),Synthetic
Zeekr,Zeekr X,2024,56315.13962317455,22088.0,Like New,Kampot,White,66,440,200,5.6,GB-T/CCS2,Private,25-09-2023,9,,Synthetic (New Formula),Synthetic
AITO,AITO M7,2025,57356.460286725756,1039.0,Fair,Kampong Cham,White,40,200 PHEV,330,4.8,GB-T/CCS2,Dealer,01-07-2025,7,,Synthetic (New Formula),Synthetic
